Tgl.Impor;Jenis Importasi;TARIF CIF;TARIF BM;TARIF PPN;TARIF PPH;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;ALAMAT;Kode Barang;NAMA BARANG;KATEGORI;SUBKATEGORI;HARGA;KUANTITAS; NILAI BRG ; NILAI PABEAN ; BEA MASUK ; NILAI IMPOR ; PPN IMPOR ; PPH IMPOR ; PENERIMAAN IMPOR 
19/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;LH-17155;Logan Haushalter;General Importer;Oakland;OFF-EN-10000056;Cameo Buff Policy Envelopes;Office Supplies;Envelopes;183.69;351; 64,475.19 ; 69,310.80 ; 3,465.50 ; 72,776.30 ; 2,183.30 ; 909.70 ; 6,558.50 
20/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;SC-20770;Stewart Carmichael;Merchant Importer;San Francisco;TEC-PH-10002726;netTALK DUO VoIP Telephone Service;Technology;Phones;122.98;351; 43,164.58 ; 45,322.80 ; 1,812.90 ; 47,135.70 ; 1,178.40 ; 589.20 ; 3,580.50 
20/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;SC-20770;Stewart Carmichael;Merchant Importer;San Francisco;FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";Furniture;Furnishings;251.64;702; 176,651.28 ; 185,483.80 ; 7,419.40 ; 192,903.20 ; 4,822.60 ; 2,411.29 ; 14,653.29 
22/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Utah;KL-16645;Ken Lonsdale;General Importer;San Francisco;OFF-FA-10000490;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";Office Supplies;Fasteners;0.96;468; 449.28 ; 471.70 ; 18.90 ; 490.60 ; 12.30 ; 6.13 ; 37.33 
23/06/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;RD-19480;Rick Duston;General Importer;Olympia;TEC-PH-10004830;Pyle PRT45 Retro Home Telephone;Technology;Phones;197.57;468; 92,461.82 ; 97,084.90 ; 3,883.40 ; 100,968.30 ; 2,524.20 ; 1,262.10 ; 7,669.70 
23/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CS-12355;Christine Sundaresa;General Importer;Long Beach;TEC-PH-10002468;Plantronics CS 50-USB - headset - Convertible, Monaural;Technology;Phones;215.58;234; 50,446.66 ; 54,230.20 ; 2,711.50 ; 56,941.70 ; 1,708.30 ; 711.77 ; 5,131.57 
23/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CS-12355;Christine Sundaresa;General Importer;Long Beach;TEC-PH-10003931;JBL Micro Wireless Portable Bluetooth Speaker;Technology;Phones;140.98;351; 49,482.58 ; 53,193.80 ; 2,659.70 ; 55,853.50 ; 1,675.60 ; 698.17 ; 5,033.47 
25/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-BI-10004330;GBC Velobind Prepunched Cover Sets, Regency Series;Office Supplies;Binders;85.75;351; 30,098.95 ; 32,356.40 ; 1,617.80 ; 33,974.20 ; 1,019.20 ; 424.68 ; 3,061.68 
25/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-ST-10001963;Tennsco Regal Shelving Units;Office Supplies;Storage;301.23;351; 105,731.73 ; 113,661.60 ; 5,683.10 ; 119,344.70 ; 3,580.30 ; 1,491.81 ; 10,755.21 
25/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-AR-10004062;Staples in misc. colors;Office Supplies;Art;18.96;234; 4,436.64 ; 4,769.40 ; 238.50 ; 5,007.90 ; 150.20 ; 62.60 ; 451.30 
25/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;JF-15565;Jill Fjeld;General Importer;San Francisco;FUR-FU-10001979;Dana Halogen Swing-Arm Architect Lamp;Furniture;Furnishings;199.85;585; 116,912.25 ; 125,680.70 ; 6,284.00 ; 131,964.70 ; 3,958.90 ; 1,649.56 ; 11,892.46 
28/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;CY-12745;Craig Yedwab;Merchant Importer;Gilbert;OFF-LA-10000443;Avery 501;Office Supplies;Labels;3.90;234; 913.54 ; 982.10 ; 49.10 ; 1,031.20 ; 30.90 ; 12.89 ; 92.89 
28/06/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;CY-12745;Craig Yedwab;Merchant Importer;Gilbert;FUR-FU-10004306;Electrix Halogen Magnifier Lamp;Furniture;Furnishings;617.76;468; 289,111.68 ; 310,795.10 ; 15,539.80 ; 326,334.90 ; 9,790.00 ; 4,079.19 ; 29,408.99 
04/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JP-16135;Julie Prescott;Sole Agent Importer;San Diego;OFF-BI-10002706;Avery Premier Heavy-Duty Binder with Round Locking Rings;Office Supplies;Binders;20.85;234; 4,878.43 ; 5,122.40 ; 204.90 ; 5,327.30 ; 133.20 ; 66.59 ; 404.69 
06/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;SJ-20215;Sarah Jordon;General Importer;Los Angeles;FUR-CH-10003968;Novimex Turbo Task Chair;Furniture;Chairs;167.35;351; 58,740.55 ; 63,146.10 ; 3,157.30 ; 66,303.40 ; 1,989.10 ; 828.79 ; 5,975.19 
10/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;MV-18190;Mike Vittorini;General Importer;San Bernardino;OFF-BI-10003719;Large Capacity Hanging Post Binders;Office Supplies;Binders;37.92;234; 8,873.28 ; 9,538.80 ; 476.90 ; 10,015.70 ; 300.50 ; 125.20 ; 902.60 
10/07/2014;Khusus ;0.1;0.01;0;0;Arizona;EH-13945;Eric Hoffmann;General Importer;Tempe;OFF-BI-10003196;Accohide Poly Flexible Ring Binders;Office Supplies;Binders;0.37;351; 128.47 ; 141.30 ; 1.40 ; 142.70 ; -   ; -   ; 1.40 
11/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;SC-20380;Shahid Collister;General Importer;Seattle;OFF-PA-10001763;Xerox 1896;Office Supplies;Paper;26.97;351; 9,466.47 ; 9,939.80 ; 397.60 ; 10,337.40 ; 258.40 ; 129.22 ; 785.22 
11/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;SC-20380;Shahid Collister;General Importer;Seattle;OFF-BI-10001597;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Office Supplies;Binders;95.35;351; 33,468.55 ; 35,142.00 ; 1,405.70 ; 36,547.70 ; 913.70 ; 456.85 ; 2,776.25 
14/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;OFF-ST-10002743;SAFCO Boltless Steel Shelving;Office Supplies;Storage;269.74;351; 94,677.34 ; 99,411.20 ; 3,976.40 ; 103,387.60 ; 2,584.70 ; 1,292.35 ; 7,853.45 
14/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;OFF-PA-10001846;Xerox 1899;Office Supplies;Paper;14.50;468; 6,784.13 ; 7,123.30 ; 284.90 ; 7,408.20 ; 185.20 ; 92.60 ; 562.70 
14/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Arizona;TG-21310;Toby Gnade;General Importer;Mesa;FUR-CH-10004287;SAFCO Arco Folding Chair;Furniture;Chairs;439.92;234; 102,941.28 ; 108,088.30 ; 4,323.50 ; 112,411.80 ; 2,810.30 ; 1,405.15 ; 8,538.95 
16/07/2014;Khusus ;0.1;0.01;0;0;California;EM-13810;Eleni McCrary;Merchant Importer;Los Angeles;FUR-CH-10003312;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;Furniture;Chairs;1342.70;702; 942,578.21 ; 1,036,836.00 ; 10,368.40 ; 1,047,204.40 ; -   ; -   ; 10,368.40 
16/07/2014;Khusus ;0.1;0.01;0;0;California;EM-13810;Eleni McCrary;Merchant Importer;Los Angeles;FUR-CH-10004086;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;Furniture;Chairs;697.15;351; 244,700.35 ; 269,170.40 ; 2,691.70 ; 271,862.10 ; -   ; -   ; 2,691.70 
17/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;California;JM-15535;Jessica Myrick;General Importer;Bakersfield;FUR-BO-10003159;Sauder Camden County Collection Libraries, Planked Cherry Finish;Furniture;Bookcases;193.47;234; 45,271.04 ; 47,534.60 ; 1,901.40 ; 49,436.00 ; 1,235.90 ; 617.95 ; 3,755.25 
18/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RF-19735;Roland Fjeld;General Importer;San Diego;TEC-AC-10003095;Logitech G35 7.1-Channel Surround Sound Headset;Technology;Accessories;515.96;468; 241,469.28 ; 259,579.50 ; 12,979.00 ; 272,558.50 ; 8,176.80 ; 3,406.98 ; 24,562.78 
19/07/2014;Sementara;0.1;0.02;0.005;0.0025;Arizona;TS-21085;Thais Sissman;General Importer;Phoenix;OFF-BI-10004352;Wilson Jones DublLock D-Ring Binders;Office Supplies;Binders;1.03;117; 119.93 ; 131.90 ; 2.60 ; 134.50 ; 0.70 ; 0.34 ; 3.64 
25/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RD-19930;Russell D'Ascenzo;General Importer;Los Angeles;TEC-PH-10004094;Motorola L703CM;Technology;Phones;618.96;585; 362,091.60 ; 389,248.50 ; 19,462.40 ; 408,710.90 ; 12,261.30 ; 5,108.89 ; 36,832.59 
25/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;FUR-BO-10002213;Sauder Forest Hills Library, Woodland Oak Finish;Furniture;Bookcases;699.90;585; 409,441.50 ; 429,913.60 ; 17,196.50 ; 447,110.10 ; 11,177.80 ; 5,588.88 ; 33,963.18 
25/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;OFF-PA-10004782;Xerox 228;Office Supplies;Paper;10.96;234; 2,564.64 ; 2,692.90 ; 107.70 ; 2,800.60 ; 70.00 ; 35.01 ; 212.71 
25/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;FUR-CH-10001854;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fab;Furniture;Chairs;559.57;234; 130,938.91 ; 137,485.90 ; 5,499.40 ; 142,985.30 ; 3,574.60 ; 1,787.32 ; 10,861.32 
25/07/2014;Umum Non Komersil;0.05;0.04;0.025;0.0125;Washington;MH-18025;Michelle Huthwaite;General Importer;Seattle;OFF-FA-10004395;Plymouth Boxed Rubber Bands by Plymouth;Office Supplies;Fasteners;7.42;234; 1,736.28 ; 1,823.10 ; 72.90 ; 1,896.00 ; 47.40 ; 23.70 ; 144.00 
26/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;CK-12760;Cyma Kinney;Merchant Importer;San Francisco;FUR-CH-10003199;Office Star - Contemporary Task Swivel Chair;Furniture;Chairs;263.35;351; 92,436.55 ; 99,369.30 ; 4,968.50 ; 104,337.80 ; 3,130.10 ; 1,304.22 ; 9,402.82 
26/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;HA-14920;Helen Andreada;General Importer;Pasadena;OFF-EN-10002230;Airmail Envelopes;Office Supplies;Envelopes;165.86;234; 38,811.24 ; 41,722.10 ; 2,086.10 ; 43,808.20 ; 1,314.20 ; 547.60 ; 3,947.90 
26/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BP-11095;Bart Pistole;Merchant Importer;Los Angeles;OFF-BI-10000605;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";Office Supplies;Binders;6.14;351; 2,156.54 ; 2,318.30 ; 115.90 ; 2,434.20 ; 73.00 ; 30.43 ; 219.33 
26/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BP-11095;Bart Pistole;Merchant Importer;Los Angeles;OFF-BI-10003314;Tuff Stuff Recycled Round Ring Binders;Office Supplies;Binders;17.14;702; 12,029.47 ; 12,931.70 ; 646.60 ; 13,578.30 ; 407.30 ; 169.73 ; 1,223.63 
26/07/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;BP-11095;Bart Pistole;Merchant Importer;Los Angeles;OFF-AR-10002067;Newell 334;Office Supplies;Art;94.20;585; 55,107.00 ; 59,240.00 ; 2,962.00 ; 62,202.00 ; 1,866.10 ; 777.53 ; 5,605.63 
26/07/2014;Sementara;0.1;0.02;0.005;0.0025;Arizona;CA-12775;Cynthia Arntzen;General Importer;Mesa;FUR-TA-10002356;Bevis Boat-Shaped Conference Table;Furniture;Tables;390.17;351; 136,947.92 ; 150,642.70 ; 3,012.90 ; 153,655.60 ; 768.30 ; 384.14 ; 4,165.34 
30/07/2014;Sementara;0.1;0.02;0.005;0.0025;California;HA-14920;Helen Andreada;General Importer;Pasadena;OFF-BI-10002557;Presstex Flexible Ring Binders;Office Supplies;Binders;7.92;351; 2,779.92 ; 3,057.90 ; 61.20 ; 3,119.10 ; 15.60 ; 7.80 ; 84.60 
30/07/2014;Sementara;0.1;0.02;0.005;0.0025;California;HA-14920;Helen Andreada;General Importer;Pasadena;TEC-AC-10003628;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Technology;Accessories;202.93;819; 166,199.67 ; 182,819.60 ; 3,656.40 ; 186,476.00 ; 932.40 ; 466.19 ; 5,054.99 
01/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PC-19000;Pauline Chand;Sole Agent Importer;Chandler;FUR-TA-10003715;Hon 2111 Invitation Series Corner Table;Furniture;Tables;998.98;702; 701,281.15 ; 753,877.20 ; 37,693.90 ; 791,571.10 ; 23,747.10 ; 9,894.64 ; 71,335.64 
01/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PC-19000;Pauline Chand;Sole Agent Importer;Chandler;OFF-AR-10001868;Prang Dustless Chalk Sticks;Office Supplies;Art;2.72;468; 1,272.96 ; 1,368.40 ; 68.40 ; 1,436.80 ; 43.10 ; 17.96 ; 129.46 
02/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;DK-12985;Darren Koutras;General Importer;Springfield;FUR-TA-10003469;Balt Split Level Computer Training Table;Furniture;Tables;273.50;468; 127,998.00 ; 137,597.90 ; 6,879.90 ; 144,477.80 ; 4,334.30 ; 1,805.97 ; 13,020.17 
02/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;Co-12640;Corey-Lock;General Importer;Seattle;TEC-MA-10001972;Okidata C331dn Printer;Technology;Machines;556.40;234; 130,197.60 ; 139,962.40 ; 6,998.10 ; 146,960.50 ; 4,408.80 ; 1,837.01 ; 13,243.91 
02/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Washington;Co-12640;Corey-Lock;General Importer;Seattle;OFF-BI-10002003;Ibico Presentation Index for Binding Systems;Office Supplies;Binders;4.37;234; 1,022.11 ; 1,098.80 ; 54.90 ; 1,153.70 ; 34.60 ; 14.42 ; 103.92 
07/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Idaho;NS-18640;Noel Staavos;Merchant Importer;Los Angeles;OFF-BI-10004970;"ACCOHIDE 3-Ring Binder, Blue, 1""";Office Supplies;Binders;2.30;117; 269.57 ; 289.80 ; 14.50 ; 304.30 ; 9.10 ; 3.80 ; 27.40 
08/08/2014;Khusus ;0.1;0.01;0;0;California;TT-21220;Thomas Thornton;General Importer;San Francisco;OFF-BI-10002557;Presstex Flexible Ring Binders;Office Supplies;Binders;5.28;234; 1,235.52 ; 1,359.10 ; 13.60 ; 1,372.70 ; -   ; -   ; 13.60 
08/08/2014;Khusus ;0.1;0.01;0;0;California;TT-21220;Thomas Thornton;General Importer;San Francisco;FUR-CH-10000785;Global Ergonomic Managers Chair;Furniture;Chairs;143.78;117; 16,822.73 ; 18,505.00 ; 185.10 ; 18,690.10 ; -   ; -   ; 185.10 
10/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;WB-21850;William Brown;General Importer;Los Angeles;OFF-AP-10001469;Fellowes 8 Outlet Superior Workstation Surge Protector;Office Supplies;Appliances;129.47;468; 60,592.90 ; 65,137.40 ; 3,256.90 ; 68,394.30 ; 2,051.80 ; 854.93 ; 6,163.63 
10/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;WB-21850;William Brown;General Importer;Los Angeles;TEC-PH-10000576;AT&T 1080 Corded phone;Technology;Phones;434.37;468; 203,284.22 ; 218,530.50 ; 10,926.50 ; 229,457.00 ; 6,883.70 ; 2,868.21 ; 20,678.41 
10/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Oregon;WB-21850;William Brown;General Importer;Los Angeles;TEC-PH-10004188;OtterBox Commuter Series Case - Samsung Galaxy S4;Technology;Phones;132.94;819; 108,881.14 ; 117,047.20 ; 5,852.40 ; 122,899.60 ; 3,687.00 ; 1,536.25 ; 11,075.65 
13/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;ON-18715;Odella Nelson;Merchant Importer;Tempe;OFF-AR-10003156;50 Colored Long Pencils;Office Supplies;Art;45.80;585; 26,793.00 ; 28,802.50 ; 1,440.10 ; 30,242.60 ; 907.30 ; 378.03 ; 2,725.43 
13/08/2014;Khusus ;0.1;0.01;0;0;California;SF-20065;Sandra Flanagan;General Importer;Pomona;FUR-FU-10001889;Ultra Door Pull Handle;Furniture;Furnishings;28.56;351; 10,024.56 ; 11,027.00 ; 110.30 ; 11,137.30 ; -   ; -   ; 110.30 
15/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RE-19450;Richard Eichhorn;General Importer;Oakland;FUR-FU-10004018;Tensor Computer Mounted Lamp;Furniture;Furnishings;97.23;819; 79,631.37 ; 85,603.70 ; 4,280.20 ; 89,883.90 ; 2,696.50 ; 1,123.55 ; 8,100.25 
15/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;RE-19450;Richard Eichhorn;General Importer;Oakland;OFF-ST-10003638;Mobile Personal File Cube;Office Supplies;Storage;67.26;351; 23,608.26 ; 25,378.90 ; 1,268.90 ; 26,647.80 ; 799.40 ; 333.10 ; 2,401.40 
15/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;TT-21265;Tim Taslimi;Merchant Importer;Los Angeles;OFF-ST-10000046;Fellowes Super Stor/Drawer Files;Office Supplies;Storage;321.10;234; 75,137.40 ; 80,772.70 ; 4,038.60 ; 84,811.30 ; 2,544.30 ; 1,060.14 ; 7,643.04 
16/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;JM-15865;John Murray;General Importer;Phoenix;TEC-PH-10002624;Samsung Galaxy S4 Mini;Technology;Phones;1874.96;585; 1,096,851.60 ; 1,179,115.50 ; 58,955.80 ; 1,238,071.30 ; 37,142.10 ; 15,475.89 ; 111,573.79 
16/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;JM-15865;John Murray;General Importer;Phoenix;OFF-AR-10002255;Newell 346;Office Supplies;Art;1.30;117; 152.57 ; 164.00 ; 8.20 ; 172.20 ; 5.20 ; 2.15 ; 15.55 
16/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;JM-15865;John Murray;General Importer;Phoenix;OFF-PA-10001878;Xerox 1891;Office Supplies;Paper;305.02;936; 285,502.46 ; 306,915.10 ; 15,345.80 ; 322,260.90 ; 9,667.80 ; 4,028.26 ; 29,041.86 
16/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;JM-15865;John Murray;General Importer;Phoenix;OFF-LA-10000452;Avery 488;Office Supplies;Labels;3.04;234; 711.36 ; 764.70 ; 38.20 ; 802.90 ; 24.10 ; 10.04 ; 72.34 
17/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SC-20725;Steven Cartwright;General Importer;Seattle;TEC-AC-10002217;Imation Clip USB flash drive - 8 GB;Technology;Accessories;28.08;234; 6,570.72 ; 7,063.50 ; 353.20 ; 7,416.70 ; 222.50 ; 92.71 ; 668.41 
17/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SC-20725;Steven Cartwright;General Importer;Seattle;TEC-AC-10001142;First Data FD10 PIN Pad;Technology;Accessories;248.80;468; 116,438.40 ; 125,171.30 ; 6,258.60 ; 131,429.90 ; 3,942.90 ; 1,642.87 ; 11,844.37 
17/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SC-20725;Steven Cartwright;General Importer;Seattle;OFF-PA-10001937;Xerox 21;Office Supplies;Paper;29.29;819; 23,986.87 ; 25,785.90 ; 1,289.30 ; 27,075.20 ; 812.30 ; 338.44 ; 2,440.04 
17/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;Arizona;SC-20725;Steven Cartwright;General Importer;Seattle;OFF-AR-10000203;Newell 336;Office Supplies;Art;7.27;351; 2,552.47 ; 2,743.90 ; 137.20 ; 2,881.10 ; 86.40 ; 36.01 ; 259.61 
21/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DS-13180;David Smith;Merchant Importer;San Francisco;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage;79.98;117; 9,357.66 ; 10,059.50 ; 503.00 ; 10,562.50 ; 316.90 ; 132.03 ; 951.93 
21/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;DS-13180;David Smith;Merchant Importer;San Francisco;FUR-BO-10003893;Sauder Camden County Collection Library;Furniture;Bookcases;580.40;702; 407,439.40 ; 437,997.40 ; 21,899.90 ; 459,897.30 ; 13,796.90 ; 5,748.72 ; 41,445.52 
21/08/2014;Sementara;0.1;0.02;0.005;0.0025;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;OFF-PA-10003657;Xerox 1927;Office Supplies;Paper;3.28;117; 383.76 ; 422.10 ; 8.40 ; 430.50 ; 2.20 ; 1.08 ; 11.68 
21/08/2014;Sementara;0.1;0.02;0.005;0.0025;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;OFF-PA-10000157;Xerox 191;Office Supplies;Paper;56.94;351; 19,985.94 ; 21,984.50 ; 439.70 ; 22,424.20 ; 112.10 ; 56.06 ; 607.86 
21/08/2014;Sementara;0.1;0.02;0.005;0.0025;California;NZ-18565;Nick Zandusky;Sole Agent Importer;San Francisco;OFF-PA-10001947;Xerox 1974;Office Supplies;Paper;19.92;468; 9,322.56 ; 10,254.80 ; 205.10 ; 10,459.90 ; 52.30 ; 26.15 ; 283.55 
24/08/2014;Sementara;0.1;0.02;0.005;0.0025;Oregon;DO-13435;Denny Ordway;General Importer;Seattle;OFF-AR-10002053;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;Office Supplies;Art;4.15;351; 1,457.35 ; 1,603.10 ; 32.10 ; 1,635.20 ; 8.20 ; 4.09 ; 44.39 
25/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;NL-18310;Nancy Lomonaco;Sole Agent Importer;San Francisco;OFF-AP-10002765;Fellowes Advanced Computer Series Surge Protectors;Office Supplies;Appliances;101.96;468; 47,717.28 ; 51,296.10 ; 2,564.80 ; 53,860.90 ; 1,615.80 ; 673.26 ; 4,853.86 
25/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;NL-18310;Nancy Lomonaco;Sole Agent Importer;San Francisco;FUR-CH-10002774;Global Deluxe Stacking Chair, Gray;Furniture;Chairs;39.78;117; 4,654.73 ; 5,003.80 ; 250.20 ; 5,254.00 ; 157.60 ; 65.68 ; 473.48 
27/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PF-19165;Philip Fox;General Importer;San Diego;OFF-LA-10000134;Avery 511;Office Supplies;Labels;2.08;117; 243.36 ; 261.60 ; 13.10 ; 274.70 ; 8.20 ; 3.43 ; 24.73 
27/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PF-19165;Philip Fox;General Importer;San Diego;OFF-PA-10002968;Xerox 1973;Office Supplies;Paper;109.20;585; 63,882.00 ; 68,673.20 ; 3,433.70 ; 72,106.90 ; 2,163.20 ; 901.34 ; 6,498.24 
27/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;PF-19165;Philip Fox;General Importer;San Diego;OFF-SU-10001218;Fiskars Softgrip Scissors;Office Supplies;Supplies;29.94;351; 10,508.94 ; 11,297.10 ; 564.90 ; 11,862.00 ; 355.90 ; 148.28 ; 1,069.08 
27/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CC-12100;Chad Cunningham;Sole Agent Importer;Los Angeles;OFF-BI-10001249;Avery Heavy-Duty EZD View Binder with Locking Rings;Office Supplies;Binders;4.10;117; 480.17 ; 516.20 ; 25.80 ; 542.00 ; 16.30 ; 6.78 ; 48.88 
28/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;FUR-BO-10004695;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;Furniture;Bookcases;305.67;234; 71,525.84 ; 76,890.30 ; 3,844.50 ; 80,734.80 ; 2,422.00 ; 1,009.19 ; 7,275.69 
28/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;FUR-FU-10003981;Eldon Wave Desk Accessories;Furniture;Furnishings;2.16;234; 505.44 ; 543.30 ; 27.20 ; 570.50 ; 17.10 ; 7.13 ; 51.43 
28/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;TEC-PH-10003589;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;Technology;Phones;40.18;351; 14,101.78 ; 15,159.40 ; 758.00 ; 15,917.40 ; 477.50 ; 198.97 ; 1,434.47 
28/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;OFF-BI-10001617;GBC Wire Binding Combs;Office Supplies;Binders;36.36;585; 21,270.60 ; 22,865.90 ; 1,143.30 ; 24,009.20 ; 720.30 ; 300.12 ; 2,163.72 
28/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;Office Supplies;Storage;887.35;585; 519,099.75 ; 558,032.20 ; 27,901.60 ; 585,933.80 ; 17,578.00 ; 7,324.17 ; 52,803.77 
28/08/2014;Umum Komersil;0.075;0.05;0.03;0.0125;California;CB-12025;Cassandra Brandow;General Importer;Los Angeles;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage;719.82;1053; 757,970.46 ; 814,818.20 ; 40,740.90 ; 855,559.10 ; 25,666.80 ; 10,694.49 ; 77,102.19 
31/08/2014;Sementara;0.1;0.02;0.005;0.0025;California;SC-20260;Scott Cohen;Merchant Importer;Seattle;TEC-AC-10004864;Memorex Micro Travel Drive 32 GB;Technology;Accessories;35.51;117; 4,154.67 ; 4,570.10 ; 91.40 ; 4,661.50 ; 23.30 ; 11.65 ; 126.35 
31/08/2014;Sementara;0.1;0.02;0.005;0.0025;California;SC-20260;Scott Cohen;Merchant Importer;Seattle;FUR-BO-10002545;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;Furniture;Bookcases;1545.83;819; 1,266,035.59 ; 1,392,639.10 ; 27,852.80 ; 1,420,491.90 ; 7,102.50 ; 3,551.23 ; 38,506.53 
