No.Dok.Impor;Tgl.Impor;Jenis Importasi;Port Of Entry;ID Importir;Nama Importir;Kategori Importir;Alamat;Kode Barang;Nama Barang;Kategori;Sub Kategori;Harga;Kuantitas; Nilai Barang ; Nilai Pabean ; Bea Masuk ; Nilai Impor ; PPn Impor ; PPh Impor ; Penerimaan Negara atas Impor ;;
CA-2012-123568;08/11/2014;Umum Komersil;Utah;SC-20095;Sanjit Chand;General Importer;West Jordan;FUR-FU-10004090;"Executive Impressions 14"" Contract Wall Clock";Furniture;Furnishings;63.69;351; 22,355.19 ; 24,031.83 ; 1,201.59 ; 25,233.42 ; 757.00 ; 315.42 ; 2,274.01 ;;
CA-2012-123568;08/11/2014;Umum Komersil;Utah;SC-20095;Sanjit Chand;General Importer;West Jordan;OFF-BI-10001510;Deluxe Heavy-Duty Vinyl Round Ring Binder;Office Supplies;Binders;86.68;585; 50,707.80 ; 54,510.89 ; 2,725.54 ; 57,236.43 ; 1,717.09 ; 715.46 ; 5,158.09 ;;
CA-2012-123568;08/11/2014;Umum Komersil;Utah;SC-20095;Sanjit Chand;General Importer;West Jordan;OFF-PA-10001125;Xerox 1988;Office Supplies;Paper;89.94;351; 31,568.94 ; 33,936.61 ; 1,696.83 ; 35,633.44 ; 1,069.00 ; 445.42 ; 3,211.25 ;;
CA-2012-124058;20/11/2014;Umum Komersil;California;LC-16885;Lena Creighton;General Importer;Oakland;TEC-PH-10004774;Gear Head AU3700S Headset;Technology;Phones;65.74;819; 53,844.34 ; 57,882.66 ; 2,894.13 ; 60,776.79 ; 1,823.30 ; 759.71 ; 5,477.15 ;;
CA-2012-124058;20/11/2014;Umum Komersil;California;LC-16885;Lena Creighton;General Importer;Oakland;FUR-CH-10000595;Safco Contoured Stacking Chairs;Furniture;Chairs;569.16;351; 199,775.16 ; 214,758.30 ; 10,737.91 ; 225,496.21 ; 6,764.89 ; 2,818.70 ; 20,321.50 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;OFF-AP-10004980;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;Office Supplies;Appliances;58.67;234; 13,729.25 ; 14,758.94 ; 737.95 ; 15,496.89 ; 464.91 ; 193.71 ; 1,396.56 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;OFF-BI-10003984;Lock-Up Easel 'Spel-Binder';Office Supplies;Binders;68.03;1053; 71,636.64 ; 77,009.39 ; 3,850.47 ; 80,859.86 ; 2,425.80 ; 1,010.75 ; 7,287.01 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;OFF-BI-10000778;GBC VeloBinder Electric Binding Machine;Office Supplies;Binders;70.59;234; 16,517.59 ; 17,756.41 ; 887.82 ; 18,644.23 ; 559.33 ; 233.05 ; 1,680.20 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;OFF-PA-10000501;Petty Cash Envelope;Office Supplies;Paper;82.27;468; 38,503.30 ; 41,391.04 ; 2,069.55 ; 43,460.60 ; 1,303.82 ; 543.26 ; 3,916.63 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;Office Supplies;Storage;113.90;702; 79,960.61 ; 85,957.65 ; 4,297.88 ; 90,255.54 ; 2,707.67 ; 1,128.19 ; 8,133.74 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;TEC-PH-10001750;Samsung Rugby III;Technology;Phones;258.96;585; 151,491.60 ; 162,853.47 ; 8,142.67 ; 170,996.14 ; 5,129.88 ; 2,137.45 ; 15,410.01 ;;
CA-2012-124800;26/09/2014;Umum Komersil;Arizona;RW-19540;Rick Wilson;Merchant Importer;Mesa;OFF-ST-10002743;SAFCO Boltless Steel Shelving;Office Supplies;Storage;359.65;468; 168,315.26 ; 180,938.91 ; 9,046.95 ; 189,985.85 ; 5,699.58 ; 2,374.82 ; 17,121.34 ;;
CA-2012-124919;31/05/2014;Sementara;California;SP-20650;Stephanie Phelps;Merchant Importer;San Jose;OFF-PA-10001950;Southworth 25% Cotton Antique Laid Paper & Envelopes;Office Supplies;Paper;51.38;819; 42,080.22 ; 46,288.24 ; 925.76 ; 47,214.01 ; 236.07 ; 118.04 ; 1,279.87 ;;
CA-2012-124919;31/05/2014;Sementara;California;SP-20650;Stephanie Phelps;Merchant Importer;San Jose;OFF-ST-10001590;Tenex Personal Project File with Scoop Front Design, Black;Office Supplies;Storage;74.88;702; 52,565.76 ; 57,822.34 ; 1,156.45 ; 58,978.78 ; 294.89 ; 147.45 ; 1,598.79 ;;
CA-2012-124919;31/05/2014;Sementara;California;SP-20650;Stephanie Phelps;Merchant Importer;San Jose;OFF-PA-10002254;Xerox 1883;Office Supplies;Paper;101.52;468; 47,511.36 ; 52,262.50 ; 1,045.25 ; 53,307.75 ; 266.54 ; 133.27 ; 1,445.06 ;;
CA-2012-125234;27/11/2014;Umum Komersil;California;SN-20710;Steve Nguyen;Sole Agent Importer;Los Angeles;TEC-AC-10000158;Sony 64GB Class 10 Micro SDHC R40 Memory Card;Technology;Accessories;104.97;351; 36,844.47 ; 39,607.81 ; 1,980.39 ; 41,588.20 ; 1,247.65 ; 519.85 ; 3,747.89 ;;
CA-2012-125234;27/11/2014;Umum Komersil;California;SN-20710;Steve Nguyen;Sole Agent Importer;Los Angeles;OFF-PA-10000482;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;Office Supplies;Paper;110.82;351; 38,897.82 ; 41,815.16 ; 2,090.76 ; 43,905.91 ; 1,317.18 ; 548.82 ; 3,956.76 ;;
CA-2012-125416;02/11/2014;Khusus ;Washington;KC-16540;Kelly Collister;General Importer;Seattle;TEC-AC-10001552;Logitech K350 2.4Ghz Wireless Keyboard;Technology;;438.93;1053; 462,193.29 ; 508,412.62 ; 5,084.13 ; 513,496.75 ;;; 5,084.13 ;;
CA-2012-125423;13/12/2014;Umum Non Komersil;California;MC-17575;Matt Collins;General Importer;Los Angeles;OFF-LA-10001771;Avery 513;Office Supplies;Labels;7.96;234; 1,862.64 ; 1,955.77 ; 78.23 ; 2,034.00 ; 50.85 ; 25.43 ; 154.51 ;;
CA-2012-126137;03/10/2014;Umum Komersil;California;BS-11755;Bruce Stewart;General Importer;Los Angeles;FUR-BO-10004409;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;Furniture;Bookcases;118.67;234; 27,767.84 ; 29,850.43 ; 1,492.52 ; 31,342.95 ; 940.29 ; 391.79 ; 2,824.60 ;;
CA-2012-126186;11/09/2014;Sementara;Colorado;GB-14530;George Bell;Merchant Importer;Aurora;FUR-FU-10000073;Deflect-O Glasstique Clear Desk Accessories;Furniture;Furnishings;20.64;468; 9,659.52 ; 10,625.47 ; 212.51 ; 10,837.98 ; 54.19 ; 27.09 ; 293.79 ;;
CA-2012-126347;14/12/2014;Umum Non Komersil;California;AJ-10945;Ashley Jarboe;General Importer;Los Angeles;TEC-AC-10003063;Micro Innovations USB RF Wireless Keyboard with Mouse;Technology;Accessories;48.00;234; 11,232.00 ; 11,793.60 ; 471.74 ; 12,265.34 ; 306.63 ; 153.32 ; 931.69 ;;
CA-2012-126445;27/08/2014;Umum Komersil;California;RA-19945;Ryan Akin;General Importer;Murrieta;OFF-ST-10000046;Fellowes Super Stor/Drawer Files;Office Supplies;Storage;481.65;351; 169,059.15 ; 181,738.59 ; 9,086.93 ; 190,825.52 ; 5,724.77 ; 2,385.32 ; 17,197.01 ;;
CA-2012-126466;09/11/2014;Umum Komersil;California;JO-15550;Jesus Ocampo;Sole Agent Importer;Roseville;OFF-FA-10000490;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";Office Supplies;Fasteners;0.48;234; 112.32 ; 120.74 ; 6.04 ; 126.78 ; 3.80 ; 1.58 ; 11.43 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;OFF-PA-10001639;Xerox 203;Office Supplies;Paper;27.40;585; 16,029.00 ; 17,231.18 ; 861.56 ; 18,092.73 ; 542.78 ; 226.16 ; 1,630.50 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;FUR-FU-10001591;Advantus Panel Wall Certificate Holder - 8.5x11;Furniture;Furnishings;33.60;351; 11,793.60 ; 12,678.12 ; 633.91 ; 13,312.03 ; 399.36 ; 166.40 ; 1,199.67 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;FUR-FU-10002813;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Furniture;Furnishings;76.96;468; 36,017.28 ; 38,718.58 ; 1,935.93 ; 40,654.50 ; 1,219.64 ; 508.18 ; 3,663.75 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;FUR-CH-10001708;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;Furniture;Chairs;223.57;234; 52,314.91 ; 56,238.53 ; 2,811.93 ; 59,050.46 ; 1,771.51 ; 738.13 ; 5,321.57 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;OFF-ST-10001418;Carina Media Storage Towers in Natural & Black;Office Supplies;Storage;299.90;585; 175,441.50 ; 188,599.61 ; 9,429.98 ; 198,029.59 ; 5,940.89 ; 2,475.37 ; 17,846.24 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;TEC-PH-10003174;RCA ViSYS 25825 Wireless digital phone;Technology;Phones;411.97;468; 192,801.02 ; 207,261.10 ; 10,363.06 ; 217,624.16 ; 6,528.72 ; 2,720.30 ; 19,612.08 ;;
CA-2012-126725;17/11/2014;Umum Komersil;California;BS-11665;Brian Stewart;General Importer;San Diego;OFF-ST-10000129;Fellowes Recycled Storage Drawers;Office Supplies;Storage;770.21;819; 630,801.99 ; 678,112.14 ; 33,905.61 ; 712,017.75 ; 21,360.53 ; 8,900.22 ; 64,166.36 ;;
CA-2012-127019;21/12/2014;Umum Komersil;Colorado;ER-13855;Elpida Rittenbach;Merchant Importer;Colorado Springs;OFF-AP-10003971;Belkin 6 Outlet Metallic Surge Strip;Office Supplies;Appliances;53.98;819; 44,212.90 ; 47,528.86 ; 2,376.44 ; 49,905.31 ; 1,497.16 ; 623.82 ; 4,497.42 ;;
CA-2012-127418;13/06/2014;Sementara;California;JJ-15445;Jennifer Jackson;General Importer;Los Angeles;OFF-BI-10003707;Aluminum Screw Posts;Office Supplies;Binders;33.62;351; 11,802.02 ; 12,982.23 ; 259.64 ; 13,241.87 ; 66.21 ; 33.10 ; 358.96 ;;
CA-2012-127481;12/12/2014;Umum Non Komersil;Nevada;JD-15895;Jonathan Doherty;Merchant Importer;Las Vegas;OFF-PA-10002036;Xerox 1930;Office Supplies;Paper;27.40;585; 16,029.00 ; 16,830.45 ; 673.22 ; 17,503.67 ; 437.59 ; 218.80 ; 1,329.61 ;;
CA-2012-127481;12/12/2014;Umum Non Komersil;Nevada;JD-15895;Jonathan Doherty;Merchant Importer;Las Vegas;OFF-PA-10002377;Xerox 1916;Office Supplies;Paper;95.88;234; 22,435.92 ; 23,557.72 ; 942.31 ; 24,500.02 ; 612.50 ; 306.25 ; 1,861.06 ;;
CA-2012-127502;10/12/2014;Umum Komersil;California;MT-17815;Meg Tillman;General Importer;San Francisco;OFF-LA-10001613;Avery File Folder Labels;Office Supplies;Labels;3.76;234; 879.84 ; 945.83 ; 47.29 ; 993.12 ; 29.79 ; 12.41 ; 89.50 ;;
CA-2012-127754;26/07/2014;Umum Komersil;Arizona;CK-12760;Cyma Kinney;Merchant Importer;Glendale;FUR-CH-10003199;Office Star - Contemporary Task Swivel Chair;Furniture;Chairs;263.35;351; 92,436.55 ; 99,369.29 ; 4,968.46 ; 104,337.76 ; 3,130.13 ; 1,304.22 ; 9,402.82 ;;
CA-2012-127824;18/10/2014;Umum Komersil;Washington;JC-15775;John Castell;General Importer;Seattle;FUR-FU-10002505;Eldon 100 Class Desk Accessories;Technology;Furnishings;7.11;351; 2,495.61 ; 2,682.78 ; 134.14 ; 2,816.92 ; 84.51 ; 35.21 ; 253.86 ;;
CA-2012-127824;18/10/2014;Umum Komersil;Washington;JC-15775;John Castell;General Importer;Seattle;OFF-PA-10001184;Xerox 1903;Furniture;Paper;14.94;351; 5,243.94 ; 5,637.24 ; 281.86 ; 5,919.10 ; 177.57 ; 73.99 ; 533.42 ;;
CA-2012-127824;18/10/2014;Umum Komersil;Washington;JC-15775;John Castell;General Importer;Seattle;TEC-PH-10004094;Motorola L703CM;Office Supplies;Phones;247.58;234; 57,934.66 ; 62,279.76 ; 3,113.99 ; 65,393.74 ; 1,961.81 ; 817.42 ; 5,893.22 ;;
CA-2012-128167;22/06/2014;Umum Non Komersil;Utah;KL-16645;Ken Lonsdale;General Importer;Layton;OFF-FA-10000490;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";Office Supplies;Fasteners;0.96;468; 449.28 ; 471.74 ; 18.87 ; 490.61 ; 12.27 ; 6.13 ; 37.27 ;;
CA-2012-128356;02/10/2014;Umum Komersil;Colorado;RP-19390;Resi Pölking;General Importer;Thornton;OFF-SU-10004290;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Office Supplies;Supplies;8.94;234; 2,092.90 ; 2,249.86 ; 112.49 ; 2,362.36 ; 70.87 ; 29.53 ; 212.89 ;;
CA-2012-128993;12/09/2014;Umum Non Komersil;Washington;CC-12670;Craig Carreira;General Importer;Seattle;TEC-AC-10004209;Memorex Froggy Flash Drive 4 GB;Technology;Accessories;19.98;234; 4,675.32 ; 4,909.09 ; 196.36 ; 5,105.45 ; 127.64 ; 63.82 ; 387.82 ;;
CA-2012-129532;08/12/2014;Umum Komersil;California;YS-21880;Yana Sorensen;Merchant Importer;Los Angeles;OFF-ST-10004186;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";Office Supplies;Storage;219.96;234; 51,470.64 ; 55,330.94 ; 2,766.55 ; 58,097.48 ; 1,742.92 ; 726.22 ; 5,235.69 ;;
CA-2012-129532;08/12/2014;Umum Komersil;California;YS-21880;Yana Sorensen;Merchant Importer;Los Angeles;TEC-AC-10000865;WD My Passport Ultra 500GB Portable External Hard Drive;Technology;Accessories;232.00;468; 108,576.00 ; 116,719.20 ; 5,835.96 ; 122,555.16 ; 3,676.65 ; 1,531.94 ; 11,044.55 ;;
CA-2012-129546;28/09/2014;Umum Komersil;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;Technology;Phones;34.78;234; 8,139.46 ; 8,749.92 ; 437.50 ; 9,187.41 ; 275.62 ; 114.84 ; 827.96 ;;
CA-2012-129546;28/09/2014;Umum Komersil;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;OFF-SU-10004884;Acme Galleria Hot Forged Steel Scissors with Colored Handles;Office Supplies;Supplies;44.19;351; 15,510.69 ; 16,673.99 ; 833.70 ; 17,507.69 ; 525.23 ; 218.85 ; 1,577.78 ;;
CA-2012-129546;28/09/2014;Umum Komersil;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;OFF-BI-10004001;GBC Recycled VeloBinder Covers;Office Supplies;Binders;75.79;702; 53,205.98 ; 57,196.43 ; 2,859.82 ; 60,056.25 ; 1,801.69 ; 750.70 ; 5,412.21 ;;
CA-2012-129546;28/09/2014;Umum Komersil;California;RP-19855;Roy Phan;Merchant Importer;Los Angeles;OFF-AP-10002495;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;Office Supplies;Appliances;183.15;351; 64,285.65 ; 69,107.07 ; 3,455.35 ; 72,562.43 ; 2,176.87 ; 907.03 ; 6,539.26 ;;
CA-2012-129770;21/02/2014;Umum Non Komersil;New Mexico;JE-15715;Joe Elijah;General Importer;Las Cruces;OFF-PA-10000249;Easy-staple paper;Office Supplies;Paper;45.12;468; 21,116.16 ; 22,171.97 ; 886.88 ; 23,058.85 ; 576.47 ; 288.24 ; 1,751.59 ;;
CA-2012-129896;15/06/2014;Umum Komersil;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;OFF-PA-10002245;Xerox 1895;Office Supplies;Paper;7.57;234; 1,770.91 ; 1,903.73 ; 95.19 ; 1,998.92 ; 59.97 ; 24.99 ; 180.14 ;;
CA-2012-129896;15/06/2014;Umum Komersil;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;FUR-FU-10002396;DAX Copper Panel Document Frame, 5 x 7 Size;Furniture;Furnishings;36.26;468; 16,967.81 ; 18,240.39 ; 912.02 ; 19,152.41 ; 574.57 ; 239.41 ; 1,726.00 ;;
CA-2012-129896;15/06/2014;Umum Komersil;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;OFF-ST-10004804;"Belkin 19"" Vented Equipment Shelf, Black";Office Supplies;Storage;80.37;234; 18,806.11 ; 20,216.57 ; 1,010.83 ; 21,227.40 ; 636.82 ; 265.34 ; 1,912.99 ;;
CA-2012-129896;15/06/2014;Umum Komersil;Arizona;PF-19120;Peter Fuller;General Importer;Gilbert;FUR-FU-10004904;"Eldon ""L"" Workstation Diamond Chairmat";Furniture;Furnishings;358.70;702; 251,810.21 ; 270,695.97 ; 13,534.80 ; 284,230.77 ; 8,526.92 ; 3,552.88 ; 25,614.61 ;;
CA-2012-129917;02/10/2014;Sementara;California;HM-14980;Henry MacAllister;General Importer;Los Angeles;OFF-BI-10001757;Pressboard Hanging Data Binders for Unburst Sheets;Office Supplies;Binders;8.81;351; 3,091.61 ; 3,400.77 ; 68.02 ; 3,468.78 ; 17.34 ; 8.67 ; 94.03 ;;
CA-2012-129917;02/10/2014;Sementara;California;HM-14980;Henry MacAllister;General Importer;Los Angeles;OFF-BI-10004828;GBC Poly Designer Binding Covers;Office Supplies;Binders;49.57;468; 23,197.82 ; 25,517.61 ; 510.35 ; 26,027.96 ; 130.14 ; 65.07 ; 705.56 ;;
CA-2012-129917;02/10/2014;Sementara;California;HM-14980;Henry MacAllister;General Importer;Los Angeles;TEC-PH-10000369;HTC One Mini;Technology;Phones;498.96;585; 291,891.60 ; 321,080.76 ; 6,421.62 ; 327,502.38 ; 1,637.51 ; 818.76 ; 8,877.88 ;;
CA-2012-130113;27/12/2014;Umum Komersil;California;AH-10030;Aaron Hawkins;Merchant Importer;San Francisco;OFF-ST-10000046;Fellowes Super Stor/Drawer Files;Office Supplies;Storage;321.10;234; 75,137.40 ; 80,772.71 ; 4,038.64 ; 84,811.34 ; 2,544.34 ; 1,060.14 ; 7,643.12 ;;
CA-2012-130113;27/12/2014;Umum Komersil;California;AH-10030;Aaron Hawkins;Merchant Importer;San Francisco;TEC-PH-10003505;Geemarc AmpliPOWER60;Technology;Phones;659.16;1053; 694,095.48 ; 746,152.64 ; 37,307.63 ; 783,460.27 ; 23,503.81 ; 9,793.25 ; 70,604.69 ;;
CA-2012-130204;03/09/2014;Umum Komersil;California;DB-13120;David Bremer;Merchant Importer;San Francisco;TEC-AC-10003038;Kingston Digital DataTraveler 16GB USB 2.0;Technology;Accessories;15.90;234; 3,720.60 ; 3,999.65 ; 199.98 ; 4,199.63 ; 125.99 ; 52.50 ; 378.47 ;;
CA-2012-130204;03/09/2014;Umum Komersil;California;DB-13120;David Bremer;Merchant Importer;San Francisco;OFF-ST-10001325;Sterilite Officeware Hinged File Box;Office Supplies;Storage;28.44;351; 9,982.44 ; 10,731.12 ; 536.56 ; 11,267.68 ; 338.03 ; 140.85 ; 1,015.43 ;;
CA-2012-130204;03/09/2014;Umum Komersil;California;DB-13120;David Bremer;Merchant Importer;San Francisco;TEC-AC-10003590;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;Technology;Accessories;124.45;585; 72,803.25 ; 78,263.49 ; 3,913.17 ; 82,176.67 ; 2,465.30 ; 1,027.21 ; 7,405.68 ;;
CA-2012-130253;14/12/2014;Umum Komersil;California;PP-18955;Paul Prost;Sole Agent Importer;Los Angeles;FUR-FU-10002963;Master Caster Door Stop, Gray;Furniture;Furnishings;12.24;351; 4,296.24 ; 4,618.46 ; 230.92 ; 4,849.38 ; 145.48 ; 60.62 ; 437.02 ;;
CA-2012-130456;21/08/2014;Umum Komersil;California;DS-13180;David Smith;Merchant Importer;San Francisco;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage;79.98;117; 9,357.66 ; 10,059.48 ; 502.97 ; 10,562.46 ; 316.87 ; 132.03 ; 951.88 ;;
CA-2012-130456;21/08/2014;Umum Komersil;California;DS-13180;David Smith;Merchant Importer;San Francisco;FUR-BO-10003893;Sauder Camden County Collection Library;Furniture;Bookcases;580.40;702; 407,439.40 ; 437,997.35 ; 21,899.87 ; 459,897.22 ; 13,796.92 ; 5,748.72 ; 41,445.50 ;;
CA-2012-130736;07/12/2014;Sementara;Washington;JF-15490;Jeremy Farry;General Importer;Seattle;OFF-LA-10000634;Avery 509;Office Supplies;Labels;1.61;117; 188.37 ; 207.21 ; 4.14 ; 211.35 ; 1.06 ; 0.53 ; 5.73 ;;
CA-2012-130736;07/12/2014;Sementara;Washington;JF-15490;Jeremy Farry;General Importer;Seattle;OFF-FA-10003467;Alliance Big Bands Rubber Bands, 12/Pack;Office Supplies;Fasteners;1.96;234; 458.64 ; 504.50 ; 10.09 ; 514.59 ; 2.57 ; 1.29 ; 13.95 ;;
CA-2012-130785;05/09/2014;Umum Komersil;California;AG-10900;Arthur Gainer;General Importer;San Diego;OFF-BI-10001900;DXL Angle-View Binders with Locking Rings, Black;Office Supplies;Binders;22.75;702; 15,971.90 ; 17,169.80 ; 858.48 ; 18,028.29 ; 540.85 ; 225.35 ; 1,624.69 ;;
CA-2012-130785;05/09/2014;Umum Komersil;California;AG-10900;Arthur Gainer;General Importer;San Diego;FUR-BO-10003159;Sauder Camden County Collection Libraries, Planked Cherry Finish;Furniture;Bookcases;290.20;351; 101,859.85 ; 109,499.34 ; 5,474.96 ; 114,974.30 ; 3,449.23 ; 1,437.18 ; 10,361.37 ;;
CA-2012-130785;05/09/2014;Umum Komersil;California;AG-10900;Arthur Gainer;General Importer;San Diego;FUR-BO-10000330;Sauder Camden County Barrister Bookcase, Planked Cherry Finish;Furniture;Bookcases;407.33;468; 190,631.37 ; 204,928.73 ; 10,246.43 ; 215,175.17 ; 6,455.25 ; 2,689.69 ; 19,391.38 ;;
CA-2012-130848;25/10/2014;Khusus ;Colorado;DG-13300;Deirdre Greer;Merchant Importer;Denver;FUR-CH-10000422;Global Highback Leather Tilter in Burgundy;Furniture;Chairs;574.34;936; 537,578.50 ; 591,336.35 ; 5,913.36 ; 597,249.71 ;;; 5,913.36 ;;
CA-2012-130883;26/09/2014;Umum Komersil;Oregon;TB-21520;Tracy Blumstein;General Importer;Portland;OFF-PA-10004100;Xerox 216;Office Supplies;Paper;25.10;702; 17,623.01 ; 18,944.73 ; 947.24 ; 19,891.97 ; 596.76 ; 248.65 ; 1,792.65 ;;
CA-2012-130883;26/09/2014;Umum Komersil;Oregon;TB-21520;Tracy Blumstein;General Importer;Portland;OFF-PA-10000474;Easy-staple paper;Office Supplies;Paper;136.76;585; 80,004.60 ; 86,004.95 ; 4,300.25 ; 90,305.19 ; 2,709.16 ; 1,128.81 ; 8,138.22 ;;
CA-2012-130883;26/09/2014;Umum Komersil;Oregon;TB-21520;Tracy Blumstein;General Importer;Portland;TEC-AC-10001956;Microsoft Arc Touch Mouse;Technology;Accessories;234.80;585; 137,358.00 ; 147,659.85 ; 7,382.99 ; 155,042.84 ; 4,651.29 ; 1,938.04 ; 13,972.31 ;;
CA-2012-130890;02/11/2014;Umum Komersil;California;JO-15280;Jas O'Carroll;General Importer;Los Angeles;FUR-TA-10002903;"Bevis Round Bullnose 29"" High Table Top";Furniture;Tables;1033.84;585; 604,796.40 ; 650,156.13 ; 32,507.81 ; 682,663.94 ; 20,479.92 ; 8,533.30 ; 61,521.02 ;;
CA-2012-131072;05/11/2014;Khusus ;Washington;KL-16645;Ken Lonsdale;General Importer;Seattle;OFF-BI-10002794;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";Office Supplies;Binders;95.35;351; 33,468.55 ; 36,815.41 ; 368.15 ; 37,183.56 ;;; 368.15 ;;
CA-2012-131457;31/10/2014;Umum Komersil;California;MZ-17515;Mary Zewe;Merchant Importer;Redlands;OFF-EN-10001509;Poly String Tie Envelopes;Office Supplies;Envelopes;7.28;819; 5,962.32 ; 6,409.49 ; 320.47 ; 6,729.97 ; 201.90 ; 84.12 ; 606.50 ;;
CA-2012-131534;28/03/2014;Umum Komersil;California;AB-10165;Alan Barnes;General Importer;Los Angeles;OFF-PA-10000743;Xerox 1977;Office Supplies;Paper;28.40;585; 16,614.00 ; 17,860.05 ; 893.00 ; 18,753.05 ; 562.59 ; 234.41 ; 1,690.01 ;;
CA-2012-131534;28/03/2014;Umum Komersil;California;AB-10165;Alan Barnes;General Importer;Los Angeles;TEC-AC-10002253;Imation Bio 8GB USB Flash Drive Imation Corp;Technology;Accessories;165.24;117; 19,333.08 ; 20,783.06 ; 1,039.15 ; 21,822.21 ; 654.67 ; 272.78 ; 1,966.60 ;;
CA-2012-131597;14/09/2014;Umum Komersil;California;SP-20620;Stefania Perrino;Merchant Importer;Los Angeles;FUR-TA-10002607;KI Conference Tables;Furniture;Tables;167.14;351; 58,664.74 ; 63,064.59 ; 3,153.23 ; 66,217.82 ; 1,986.53 ; 827.72 ; 5,967.49 ;;
CA-2012-132101;19/03/2014;Umum Komersil;Washington;JO-15550;Jesus Ocampo;Sole Agent Importer;Seattle;TEC-PH-10004539;Wireless Extenders zBoost YX545 SOHO Signal Booster;Technology;Phones;450.58;351; 158,152.18 ; 170,013.59 ; 8,500.68 ; 178,514.27 ; 5,355.43 ; 2,231.43 ; 16,087.54 ;;
CA-2012-132388;10/10/2014;Sementara;California;KN-16390;Katherine Nockton;Merchant Importer;Santa Barbara;OFF-LA-10000414;Avery 503;Office Supplies;Labels;28.05;351; 9,845.55 ; 10,830.11 ; 216.60 ; 11,046.71 ; 55.23 ; 27.62 ; 299.45 ;;
CA-2012-132388;10/10/2014;Sementara;California;KN-16390;Katherine Nockton;Merchant Importer;Santa Barbara;FUR-CH-10001714;Global Leather & Oak Executive Chair, Burgundy;Furniture;Chairs;359.14;351; 126,056.74 ; 138,662.41 ; 2,773.25 ; 141,435.66 ; 707.18 ; 353.59 ; 3,834.02 ;;
CA-2012-132486;23/10/2014;Umum Non Komersil;California;JF-15355;Jay Fein;General Importer;San Diego;OFF-EN-10002600;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;Office Supplies;Envelopes;7.80;468; 3,650.40 ; 3,832.92 ; 153.32 ; 3,986.24 ; 99.66 ; 49.83 ; 302.80 ;;
CA-2012-132486;23/10/2014;Umum Non Komersil;California;JF-15355;Jay Fein;General Importer;San Diego;OFF-PA-10004971;Xerox 196;Office Supplies;Paper;9.56;234; 2,237.04 ; 2,348.89 ; 93.96 ; 2,442.85 ; 61.07 ; 30.54 ; 185.56 ;;
